db_type,release,organism,source,missing_meta,missing_coord
vertebrates,103,panthera_tigris_altaica,tgz-only,1,1
vertebrates,103,papio_anubis,tgz-only,1,1
vertebrates,103,parambassis_ranga,tgz-only,1,1
vertebrates,103,paramormyrops_kingsleyae,tgz-only,1,1
vertebrates,103,parus_major,tgz-only,1,1
vertebrates,103,pavo_cristatus,tgz-only,1,1
vertebrates,103,pelodiscus_sinensis,tgz-only,1,1
vertebrates,103,pelusios_castaneus,tgz-only,1,1
vertebrates,103,periophthalmus_magnuspinnatus,tgz-only,1,1
vertebrates,103,peromyscus_maniculatus_bairdii,tgz-only,1,1
vertebrates,103,petromyzon_marinus,tgz-only,1,1
vertebrates,103,phascolarctos_cinereus,tgz-only,1,1
vertebrates,103,phasianus_colchicus,tgz-only,1,1
vertebrates,103,phocoena_sinus,tgz-only,1,1
vertebrates,103,physeter_catodon,tgz-only,1,1
vertebrates,103,piliocolobus_tephrosceles,tgz-only,1,1
vertebrates,103,podarcis_muralis,tgz-only,1,1
vertebrates,103,poecilia_formosa,tgz-only,1,1
vertebrates,103,poecilia_latipinna,tgz-only,1,1
vertebrates,103,poecilia_mexicana,tgz-only,1,1
vertebrates,103,poecilia_reticulata,tgz-only,1,1
vertebrates,103,pogona_vitticeps,tgz-only,1,1
vertebrates,103,pongo_abelii,tgz-only,1,1
vertebrates,103,procavia_capensis,tgz-only,1,1
vertebrates,103,prolemur_simus,tgz-only,1,1
vertebrates,103,propithecus_coquereli,tgz-only,1,1
vertebrates,103,pseudonaja_textilis,tgz-only,1,1
vertebrates,103,pteropus_vampyrus,tgz-only,1,1
vertebrates,103,pundamilia_nyererei,tgz-only,1,1
vertebrates,103,pygocentrus_nattereri,tgz-only,1,1
vertebrates,103,rattus_norvegicus,tgz-only,1,1
vertebrates,103,rhinolophus_ferrumequinum,tgz-only,1,1
vertebrates,103,rhinopithecus_bieti,tgz-only,1,1
vertebrates,103,rhinopithecus_roxellana,tgz-only,1,1
vertebrates,103,saccharomyces_cerevisiae,dir,0,1
vertebrates,103,saimiri_boliviensis_boliviensis,tgz-only,1,1
vertebrates,103,salarias_fasciatus,tgz-only,1,1
vertebrates,103,salmo_salar,tgz-only,1,1
vertebrates,103,salmo_trutta,tgz-only,1,1
vertebrates,103,salvator_merianae,tgz-only,1,1
vertebrates,103,sander_lucioperca,tgz-only,1,1
vertebrates,103,sarcophilus_harrisii,tgz-only,1,1
vertebrates,103,sciurus_vulgaris,tgz-only,1,1
vertebrates,103,scleropages_formosus,tgz-only,1,1
vertebrates,103,scophthalmus_maximus,tgz-only,1,1
vertebrates,103,serinus_canaria,tgz-only,1,1
vertebrates,103,seriola_dumerili,tgz-only,1,1
vertebrates,103,seriola_lalandi_dorsalis,tgz-only,1,1
vertebrates,103,sinocyclocheilus_anshuiensis,tgz-only,1,1
vertebrates,103,sinocyclocheilus_grahami,tgz-only,1,1
vertebrates,103,sinocyclocheilus_rhinocerous,tgz-only,1,1
vertebrates,103,sorex_araneus,tgz-only,1,1
vertebrates,103,sparus_aurata,tgz-only,1,1
vertebrates,103,spermophilus_dauricus,tgz-only,1,1
vertebrates,103,sphaeramia_orbicularis,tgz-only,1,1
vertebrates,103,sphenodon_punctatus,tgz-only,1,1
vertebrates,103,stachyris_ruficeps,tgz-only,1,1
vertebrates,103,stegastes_partitus,tgz-only,1,1
vertebrates,103,strigops_habroptila,tgz-only,1,1
vertebrates,103,strix_occidentalis_caurina,tgz-only,1,1
vertebrates,103,struthio_camelus_australis,tgz-only,1,1
vertebrates,103,suricata_suricatta,tgz-only,1,1
vertebrates,103,sus_scrofa,tgz-only,1,1
vertebrates,103,sus_scrofa_bamei,tgz-only,1,1
vertebrates,103,sus_scrofa_berkshire,tgz-only,1,1
vertebrates,103,sus_scrofa_hampshire,tgz-only,1,1
vertebrates,103,sus_scrofa_jinhua,tgz-only,1,1
vertebrates,103,sus_scrofa_landrace,tgz-only,1,1
vertebrates,103,sus_scrofa_largewhite,tgz-only,1,1
vertebrates,103,sus_scrofa_meishan,tgz-only,1,1
vertebrates,103,sus_scrofa_pietrain,tgz-only,1,1
vertebrates,103,sus_scrofa_rongchang,tgz-only,1,1
vertebrates,103,sus_scrofa_tibetan,tgz-only,1,1
vertebrates,103,sus_scrofa_usmarc,tgz-only,1,1
vertebrates,103,sus_scrofa_wuzhishan,tgz-only,1,1
vertebrates,103,taeniopygia_guttata,tgz-only,1,1
vertebrates,103,takifugu_rubripes,tgz-only,1,1
vertebrates,103,terrapene_carolina_triunguis,tgz-only,1,1
vertebrates,103,tetraodon_nigroviridis,tgz-only,1,1
vertebrates,103,theropithecus_gelada,tgz-only,1,1
vertebrates,103,tupaia_belangeri,tgz-only,1,1
vertebrates,103,tursiops_truncatus,tgz-only,1,1
vertebrates,103,urocitellus_parryii,tgz-only,1,1
vertebrates,103,ursus_americanus,tgz-only,1,1
vertebrates,103,ursus_maritimus,tgz-only,1,1
vertebrates,103,ursus_thibetanus_thibetanus,tgz-only,1,1
vertebrates,103,varanus_komodoensis,tgz-only,1,1
vertebrates,103,vicugna_pacos,tgz-only,1,1
vertebrates,103,vombatus_ursinus,tgz-only,1,1
vertebrates,103,vulpes_vulpes,tgz-only,1,1
vertebrates,103,xenopus_tropicalis,tgz-only,1,1
vertebrates,103,xiphophorus_couchianus,tgz-only,1,1
vertebrates,103,xiphophorus_maculatus,tgz-only,1,1
vertebrates,103,zalophus_californianus,tgz-only,1,1
vertebrates,103,zonotrichia_albicollis,tgz-only,1,1
vertebrates,103,zosterops_lateralis_melanops,tgz-only,1,1
vertebrates,104,acanthochromis_polyacanthus,tgz-only,1,1
vertebrates,104,accipiter_nisus,tgz-only,1,1
vertebrates,104,ailuropoda_melanoleuca,tgz-only,1,1
vertebrates,104,amazona_collaria,tgz-only,1,1
vertebrates,104,amphilophus_citrinellus,tgz-only,1,1
vertebrates,104,amphiprion_ocellaris,tgz-only,1,1
vertebrates,104,amphiprion_percula,tgz-only,1,1
vertebrates,104,anabas_testudineus,tgz-only,1,1
vertebrates,104,anas_platyrhynchos,tgz-only,1,1
vertebrates,104,anas_platyrhynchos_platyrhynchos,tgz-only,1,1
vertebrates,104,anas_zonorhyncha,tgz-only,1,1
vertebrates,104,anolis_carolinensis,tgz-only,1,1
vertebrates,104,anser_brachyrhynchus,tgz-only,1,1
vertebrates,104,anser_cygnoides,tgz-only,1,1
vertebrates,104,aotus_nancymaae,tgz-only,1,1
vertebrates,104,apteryx_haastii,tgz-only,1,1
vertebrates,104,apteryx_owenii,tgz-only,1,1
vertebrates,104,apteryx_rowi,tgz-only,1,1
vertebrates,104,aquila_chrysaetos_chrysaetos,tgz-only,1,1
vertebrates,104,astatotilapia_calliptera,tgz-only,1,1
vertebrates,104,astyanax_mexicanus,tgz-only,1,1
vertebrates,104,astyanax_mexicanus_pachon,tgz-only,1,1
vertebrates,104,athene_cunicularia,tgz-only,1,1
vertebrates,104,balaenoptera_musculus,tgz-only,1,1
vertebrates,104,betta_splendens,tgz-only,1,1
vertebrates,104,bison_bison_bison,tgz-only,1,1
vertebrates,104,bos_grunniens,tgz-only,1,1
vertebrates,104,bos_indicus_hybrid,tgz-only,1,1
vertebrates,104,bos_mutus,tgz-only,1,1
vertebrates,104,bos_taurus,tgz-only,1,1
vertebrates,104,bos_taurus_hybrid,tgz-only,1,1
vertebrates,104,bubo_bubo,tgz-only,1,1
vertebrates,104,buteo_japonicus,tgz-only,1,1
vertebrates,104,caenorhabditis_elegans,dir,0,1
vertebrates,104,cairina_moschata_domestica,tgz-only,1,1
vertebrates,104,calidris_pugnax,tgz-only,1,1
vertebrates,104,calidris_pygmaea,tgz-only,1,1
vertebrates,104,callithrix_jacchus,tgz-only,1,1
vertebrates,104,callorhinchus_milii,tgz-only,1,1
vertebrates,104,camarhynchus_parvulus,tgz-only,1,1
vertebrates,104,camelus_dromedarius,tgz-only,1,1
vertebrates,104,canis_lupus_dingo,tgz-only,1,1
vertebrates,104,canis_lupus_familiaris,tgz-only,1,1
vertebrates,104,canis_lupus_familiarisbasenji,tgz-only,1,1
vertebrates,104,canis_lupus_familiarisgreatdane,tgz-only,1,1
vertebrates,104,capra_hircus,tgz-only,1,1
vertebrates,104,capra_hircus_blackbengal,tgz-only,1,1
vertebrates,104,carassius_auratus,tgz-only,1,1
vertebrates,104,carlito_syrichta,tgz-only,1,1
vertebrates,104,castor_canadensis,tgz-only,1,1
vertebrates,104,catagonus_wagneri,tgz-only,1,1
vertebrates,104,catharus_ustulatus,tgz-only,1,1
vertebrates,104,cavia_aperea,tgz-only,1,1
vertebrates,104,cavia_porcellus,tgz-only,1,1
vertebrates,104,cebus_capucinus,tgz-only,1,1
vertebrates,104,cercocebus_atys,tgz-only,1,1
vertebrates,104,cervus_hanglu_yarkandensis,tgz-only,1,1
vertebrates,104,chelonoidis_abingdonii,tgz-only,1,1
vertebrates,104,chelydra_serpentina,tgz-only,1,1
vertebrates,104,chinchilla_lanigera,tgz-only,1,1
vertebrates,104,chlorocebus_sabaeus,tgz-only,1,1
vertebrates,104,choloepus_hoffmanni,tgz-only,1,1
vertebrates,104,chrysemys_picta_bellii,tgz-only,1,1
vertebrates,104,chrysolophus_pictus,tgz-only,1,1
vertebrates,104,ciona_intestinalis,tgz-only,1,1
vertebrates,104,ciona_savignyi,tgz-only,1,1
vertebrates,104,clupea_harengus,tgz-only,1,1
vertebrates,104,colobus_angolensis_palliatus,tgz-only,1,1
vertebrates,104,corvus_moneduloides,tgz-only,1,1
vertebrates,104,cottoperca_gobio,tgz-only,1,1
vertebrates,104,coturnix_japonica,tgz-only,1,1
vertebrates,104,cricetulus_griseus_chok1gshd,tgz-only,1,1
vertebrates,104,cricetulus_griseus_crigri,tgz-only,1,1
vertebrates,104,cricetulus_griseus_picr,tgz-only,1,1
vertebrates,104,crocodylus_porosus,tgz-only,1,1
vertebrates,104,cyanistes_caeruleus,tgz-only,1,1
vertebrates,104,cyclopterus_lumpus,tgz-only,1,1
vertebrates,104,cynoglossus_semilaevis,tgz-only,1,1
vertebrates,104,cyprinodon_variegatus,tgz-only,1,1
vertebrates,104,cyprinus_carpio,tgz-only,1,1
vertebrates,104,cyprinus_carpio_germanmirror,tgz-only,1,1
vertebrates,104,cyprinus_carpio_hebaored,tgz-only,1,1
vertebrates,104,cyprinus_carpio_huanghe,tgz-only,1,1
vertebrates,104,danio_rerio,tgz-only,1,1
vertebrates,104,dasypus_novemcinctus,tgz-only,1,1
vertebrates,104,delphinapterus_leucas,tgz-only,1,1
vertebrates,104,denticeps_clupeoides,tgz-only,1,1
vertebrates,104,dicentrarchus_labrax,tgz-only,1,1
vertebrates,104,dipodomys_ordii,tgz-only,1,1
vertebrates,104,dromaius_novaehollandiae,tgz-only,1,1
vertebrates,104,drosophila_melanogaster,dir,0,1
vertebrates,104,echeneis_naucrates,tgz-only,1,1
vertebrates,104,echinops_telfairi,tgz-only,1,1
vertebrates,104,electrophorus_electricus,tgz-only,1,1
vertebrates,104,eptatretus_burgeri,tgz-only,1,1
vertebrates,104,equus_asinus_asinus,tgz-only,1,1
vertebrates,104,equus_caballus,tgz-only,1,1
vertebrates,104,erinaceus_europaeus,tgz-only,1,1
vertebrates,104,erpetoichthys_calabaricus,tgz-only,1,1
vertebrates,104,erythrura_gouldiae,tgz-only,1,1
vertebrates,104,esox_lucius,tgz-only,1,1
vertebrates,104,falco_tinnunculus,tgz-only,1,1
vertebrates,104,felis_catus,tgz-only,1,1
vertebrates,104,ficedula_albicollis,tgz-only,1,1
vertebrates,104,fukomys_damarensis,tgz-only,1,1
vertebrates,104,fundulus_heteroclitus,tgz-only,1,1
vertebrates,104,gadus_morhua,tgz-only,1,1
vertebrates,104,gallus_gallus,tgz-only,1,1
vertebrates,104,gambusia_affinis,tgz-only,1,1
vertebrates,104,gasterosteus_aculeatus,tgz-only,1,1
vertebrates,104,geospiza_fortis,tgz-only,1,1
vertebrates,104,gopherus_agassizii,tgz-only,1,1
vertebrates,104,gopherus_evgoodei,tgz-only,1,1
vertebrates,104,gorilla_gorilla,tgz-only,1,1
vertebrates,104,gouania_willdenowi,tgz-only,1,1
vertebrates,104,haplochromis_burtoni,tgz-only,1,1
vertebrates,104,heterocephalus_glaber_female,tgz-only,1,1
vertebrates,104,heterocephalus_glaber_male,tgz-only,1,1
vertebrates,104,hippocampus_comes,tgz-only,1,1
vertebrates,104,homo_sapiens,tgz-only,1,1
vertebrates,104,hucho_hucho,tgz-only,1,1
vertebrates,104,ictalurus_punctatus,tgz-only,1,1
vertebrates,104,ictidomys_tridecemlineatus,tgz-only,1,1
vertebrates,104,jaculus_jaculus,tgz-only,1,1
vertebrates,104,junco_hyemalis,tgz-only,1,1
vertebrates,104,kryptolebias_marmoratus,tgz-only,1,1
vertebrates,104,labrus_bergylta,tgz-only,1,1
vertebrates,104,larimichthys_crocea,tgz-only,1,1
vertebrates,104,lates_calcarifer,tgz-only,1,1
vertebrates,104,laticauda_laticaudata,tgz-only,1,1
vertebrates,104,latimeria_chalumnae,tgz-only,1,1
vertebrates,104,lepidothrix_coronata,tgz-only,1,1
vertebrates,104,lepisosteus_oculatus,tgz-only,1,1
vertebrates,104,leptobrachium_leishanense,tgz-only,1,1
vertebrates,104,lonchura_striata_domestica,tgz-only,1,1
vertebrates,104,loxodonta_africana,tgz-only,1,1
vertebrates,104,lynx_canadensis,tgz-only,1,1
vertebrates,104,macaca_fascicularis,tgz-only,1,1
vertebrates,104,macaca_mulatta,tgz-only,1,1
vertebrates,104,macaca_nemestrina,tgz-only,1,1
vertebrates,104,malurus_cyaneus_samueli,tgz-only,1,1
vertebrates,104,manacus_vitellinus,tgz-only,1,1
vertebrates,104,mandrillus_leucophaeus,tgz-only,1,1
vertebrates,104,marmota_marmota_marmota,tgz-only,1,1
vertebrates,104,mastacembelus_armatus,tgz-only,1,1
vertebrates,104,maylandia_zebra,tgz-only,1,1
vertebrates,104,meleagris_gallopavo,tgz-only,1,1
vertebrates,104,melopsittacus_undulatus,tgz-only,1,1
vertebrates,104,meriones_unguiculatus,tgz-only,1,1
vertebrates,104,mesocricetus_auratus,tgz-only,1,1
vertebrates,104,microcebus_murinus,tgz-only,1,1
vertebrates,104,microtus_ochrogaster,tgz-only,1,1
vertebrates,104,mola_mola,tgz-only,1,1
vertebrates,104,monodelphis_domestica,tgz-only,1,1
vertebrates,104,monodon_monoceros,tgz-only,1,1
vertebrates,104,monopterus_albus,tgz-only,1,1
vertebrates,104,moschus_moschiferus,tgz-only,1,1
vertebrates,104,mus_caroli,tgz-only,1,1
vertebrates,104,mus_musculus,tgz-only,1,1
vertebrates,104,mus_musculus_129s1svimj,tgz-only,1,1
vertebrates,104,mus_musculus_aj,tgz-only,1,1
vertebrates,104,mus_musculus_akrj,tgz-only,1,1
vertebrates,104,mus_musculus_balbcj,tgz-only,1,1
vertebrates,104,mus_musculus_c3hhej,tgz-only,1,1
vertebrates,104,mus_musculus_c57bl6nj,tgz-only,1,1
vertebrates,104,mus_musculus_casteij,tgz-only,1,1
vertebrates,104,mus_musculus_cbaj,tgz-only,1,1
vertebrates,104,mus_musculus_dba2j,tgz-only,1,1
vertebrates,104,mus_musculus_fvbnj,tgz-only,1,1
vertebrates,104,mus_musculus_lpj,tgz-only,1,1
vertebrates,104,mus_musculus_nodshiltj,tgz-only,1,1
vertebrates,104,mus_musculus_nzohlltj,tgz-only,1,1
vertebrates,104,mus_musculus_pwkphj,tgz-only,1,1
vertebrates,104,mus_musculus_wsbeij,tgz-only,1,1
vertebrates,104,mus_pahari,tgz-only,1,1
vertebrates,104,mus_spicilegus,tgz-only,1,1
vertebrates,104,mus_spretus,tgz-only,1,1
vertebrates,104,mustela_putorius_furo,tgz-only,1,1
vertebrates,104,myotis_lucifugus,tgz-only,1,1
vertebrates,104,myripristis_murdjan,tgz-only,1,1
vertebrates,104,naja_naja,tgz-only,1,1
vertebrates,104,nannospalax_galili,tgz-only,1,1
vertebrates,104,neogobius_melanostomus,tgz-only,1,1
vertebrates,104,neolamprologus_brichardi,tgz-only,1,1
vertebrates,104,neovison_vison,tgz-only,1,1
vertebrates,104,nomascus_leucogenys,tgz-only,1,1
vertebrates,104,notamacropus_eugenii,tgz-only,1,1
vertebrates,104,notechis_scutatus,tgz-only,1,1
vertebrates,104,nothobranchius_furzeri,tgz-only,1,1
vertebrates,104,nothoprocta_perdicaria,tgz-only,1,1
vertebrates,104,numida_meleagris,tgz-only,1,1
vertebrates,104,ochotona_princeps,tgz-only,1,1
vertebrates,104,octodon_degus,tgz-only,1,1
vertebrates,104,oncorhynchus_kisutch,tgz-only,1,1
vertebrates,104,oncorhynchus_mykiss,tgz-only,1,1
vertebrates,104,oncorhynchus_tshawytscha,tgz-only,1,1
vertebrates,104,oreochromis_aureus,tgz-only,1,1
vertebrates,104,oreochromis_niloticus,tgz-only,1,1
vertebrates,104,ornithorhynchus_anatinus,tgz-only,1,1
vertebrates,104,oryctolagus_cuniculus,tgz-only,1,1
vertebrates,104,oryzias_javanicus,tgz-only,1,1
vertebrates,104,oryzias_latipes,tgz-only,1,1
vertebrates,104,oryzias_latipes_hni,tgz-only,1,1
vertebrates,104,oryzias_latipes_hsok,tgz-only,1,1
vertebrates,104,oryzias_melastigma,tgz-only,1,1
vertebrates,104,oryzias_sinensis,tgz-only,1,1
vertebrates,104,otolemur_garnettii,tgz-only,1,1
vertebrates,104,otus_sunia,tgz-only,1,1
vertebrates,104,ovis_aries,tgz-only,1,1
vertebrates,104,ovis_aries_rambouillet,tgz-only,1,1
vertebrates,104,pan_paniscus,tgz-only,1,1
vertebrates,104,pan_troglodytes,tgz-only,1,1
vertebrates,104,panthera_leo,tgz-only,1,1
vertebrates,104,panthera_pardus,tgz-only,1,1
vertebrates,104,panthera_tigris_altaica,tgz-only,1,1
vertebrates,104,papio_anubis,tgz-only,1,1
vertebrates,104,parambassis_ranga,tgz-only,1,1
vertebrates,104,paramormyrops_kingsleyae,tgz-only,1,1
vertebrates,104,parus_major,tgz-only,1,1
vertebrates,104,pavo_cristatus,tgz-only,1,1
vertebrates,104,pelodiscus_sinensis,tgz-only,1,1
vertebrates,104,pelusios_castaneus,tgz-only,1,1
vertebrates,104,periophthalmus_magnuspinnatus,tgz-only,1,1
vertebrates,104,peromyscus_maniculatus_bairdii,tgz-only,1,1
vertebrates,104,petromyzon_marinus,tgz-only,1,1
vertebrates,104,phascolarctos_cinereus,tgz-only,1,1
vertebrates,104,phasianus_colchicus,tgz-only,1,1
vertebrates,104,phocoena_sinus,tgz-only,1,1
vertebrates,104,physeter_catodon,tgz-only,1,1
vertebrates,104,piliocolobus_tephrosceles,tgz-only,1,1
vertebrates,104,podarcis_muralis,tgz-only,1,1
vertebrates,104,poecilia_formosa,tgz-only,1,1
vertebrates,104,poecilia_latipinna,tgz-only,1,1
vertebrates,104,poecilia_mexicana,tgz-only,1,1
vertebrates,104,poecilia_reticulata,tgz-only,1,1
vertebrates,104,pogona_vitticeps,tgz-only,1,1
vertebrates,104,pongo_abelii,tgz-only,1,1
vertebrates,104,procavia_capensis,tgz-only,1,1
vertebrates,104,prolemur_simus,tgz-only,1,1
vertebrates,104,propithecus_coquereli,tgz-only,1,1
vertebrates,104,pseudonaja_textilis,tgz-only,1,1
vertebrates,104,pteropus_vampyrus,tgz-only,1,1
vertebrates,104,pundamilia_nyererei,tgz-only,1,1
vertebrates,104,pygocentrus_nattereri,tgz-only,1,1
vertebrates,104,rattus_norvegicus,tgz-only,1,1
vertebrates,104,rhinolophus_ferrumequinum,tgz-only,1,1
vertebrates,104,rhinopithecus_bieti,tgz-only,1,1
vertebrates,104,rhinopithecus_roxellana,tgz-only,1,1
vertebrates,104,saccharomyces_cerevisiae,dir,0,1
vertebrates,104,saimiri_boliviensis_boliviensis,tgz-only,1,1
vertebrates,104,salarias_fasciatus,tgz-only,1,1
vertebrates,104,salmo_salar,tgz-only,1,1
vertebrates,104,salmo_trutta,tgz-only,1,1
vertebrates,104,salvator_merianae,tgz-only,1,1
vertebrates,104,sander_lucioperca,tgz-only,1,1
vertebrates,104,sarcophilus_harrisii,tgz-only,1,1
vertebrates,104,sciurus_vulgaris,tgz-only,1,1
vertebrates,104,scleropages_formosus,tgz-only,1,1
vertebrates,104,scophthalmus_maximus,tgz-only,1,1
vertebrates,104,serinus_canaria,tgz-only,1,1
vertebrates,104,seriola_dumerili,tgz-only,1,1
vertebrates,104,seriola_lalandi_dorsalis,tgz-only,1,1
vertebrates,104,sinocyclocheilus_anshuiensis,tgz-only,1,1
vertebrates,104,sinocyclocheilus_grahami,tgz-only,1,1
vertebrates,104,sinocyclocheilus_rhinocerous,tgz-only,1,1
vertebrates,104,sorex_araneus,tgz-only,1,1
vertebrates,104,sparus_aurata,tgz-only,1,1
vertebrates,104,spermophilus_dauricus,tgz-only,1,1
vertebrates,104,sphaeramia_orbicularis,tgz-only,1,1
vertebrates,104,sphenodon_punctatus,tgz-only,1,1
vertebrates,104,stachyris_ruficeps,tgz-only,1,1
vertebrates,104,stegastes_partitus,tgz-only,1,1
vertebrates,104,strigops_habroptila,tgz-only,1,1
vertebrates,104,strix_occidentalis_caurina,tgz-only,1,1
vertebrates,104,struthio_camelus_australis,tgz-only,1,1
vertebrates,104,suricata_suricatta,tgz-only,1,1
vertebrates,104,sus_scrofa,tgz-only,1,1
vertebrates,104,sus_scrofa_bamei,tgz-only,1,1
vertebrates,104,sus_scrofa_berkshire,tgz-only,1,1
vertebrates,104,sus_scrofa_hampshire,tgz-only,1,1
vertebrates,104,sus_scrofa_jinhua,tgz-only,1,1
vertebrates,104,sus_scrofa_landrace,tgz-only,1,1
vertebrates,104,sus_scrofa_largewhite,tgz-only,1,1
vertebrates,104,sus_scrofa_meishan,tgz-only,1,1
vertebrates,104,sus_scrofa_pietrain,tgz-only,1,1
vertebrates,104,sus_scrofa_rongchang,tgz-only,1,1
vertebrates,104,sus_scrofa_tibetan,tgz-only,1,1
vertebrates,104,sus_scrofa_usmarc,tgz-only,1,1
vertebrates,104,sus_scrofa_wuzhishan,tgz-only,1,1
vertebrates,104,taeniopygia_guttata,tgz-only,1,1
vertebrates,104,takifugu_rubripes,tgz-only,1,1
vertebrates,104,terrapene_carolina_triunguis,tgz-only,1,1
vertebrates,104,tetraodon_nigroviridis,tgz-only,1,1
vertebrates,104,theropithecus_gelada,tgz-only,1,1
vertebrates,104,tupaia_belangeri,tgz-only,1,1
vertebrates,104,tursiops_truncatus,tgz-only,1,1
vertebrates,104,urocitellus_parryii,tgz-only,1,1
vertebrates,104,ursus_americanus,tgz-only,1,1
vertebrates,104,ursus_maritimus,tgz-only,1,1
vertebrates,104,ursus_thibetanus_thibetanus,tgz-only,1,1
vertebrates,104,varanus_komodoensis,tgz-only,1,1
vertebrates,104,vicugna_pacos,tgz-only,1,1
vertebrates,104,vombatus_ursinus,tgz-only,1,1
vertebrates,104,vulpes_vulpes,tgz-only,1,1
vertebrates,104,xenopus_tropicalis,tgz-only,1,1
vertebrates,104,xiphophorus_couchianus,tgz-only,1,1
vertebrates,104,xiphophorus_maculatus,tgz-only,1,1
vertebrates,104,zalophus_californianus,tgz-only,1,1
vertebrates,104,zonotrichia_albicollis,tgz-only,1,1
vertebrates,104,zosterops_lateralis_melanops,tgz-only,1,1
vertebrates,105,acanthochromis_polyacanthus,dir,0,1
vertebrates,105,accipiter_nisus,dir,0,1
vertebrates,105,ailuropoda_melanoleuca,dir,0,1
vertebrates,105,amazona_collaria,dir,0,1
vertebrates,105,amphilophus_citrinellus,dir,0,1
vertebrates,105,amphiprion_ocellaris,dir,0,1
vertebrates,105,amphiprion_percula,dir,0,1
vertebrates,105,anabas_testudineus,dir,0,1
vertebrates,105,anas_platyrhynchos,dir,0,1
vertebrates,105,anas_platyrhynchos_platyrhynchos,dir,0,1
vertebrates,105,anas_zonorhyncha,dir,0,1
vertebrates,105,anolis_carolinensis,dir,0,1
vertebrates,105,anser_brachyrhynchus,dir,0,1
vertebrates,105,anser_cygnoides,dir,0,1
vertebrates,105,aotus_nancymaae,dir,0,1
vertebrates,105,apteryx_haastii,dir,0,1
vertebrates,105,apteryx_owenii,dir,0,1
vertebrates,105,apteryx_rowi,dir,0,1
vertebrates,105,aquila_chrysaetos_chrysaetos,dir,0,1
vertebrates,105,astatotilapia_calliptera,dir,0,1
vertebrates,105,astyanax_mexicanus,dir,0,1
vertebrates,105,astyanax_mexicanus_pachon,dir,0,1
vertebrates,105,athene_cunicularia,dir,0,1
vertebrates,105,balaenoptera_musculus,dir,0,1
vertebrates,105,betta_splendens,dir,0,1
vertebrates,105,bison_bison_bison,dir,0,1
vertebrates,105,bos_grunniens,dir,0,1
vertebrates,105,bos_indicus_hybrid,dir,0,1
vertebrates,105,bos_mutus,dir,0,1
vertebrates,105,bos_taurus,dir,0,1
vertebrates,105,bos_taurus_hybrid,dir,0,1
vertebrates,105,bubo_bubo,dir,0,1
vertebrates,105,buteo_japonicus,dir,0,1
vertebrates,105,caenorhabditis_elegans,dir,0,1
vertebrates,105,cairina_moschata_domestica,dir,0,1
vertebrates,105,calidris_pugnax,dir,0,1
vertebrates,105,calidris_pygmaea,dir,0,1
vertebrates,105,callithrix_jacchus,dir,0,1
vertebrates,105,callorhinchus_milii,dir,0,1
vertebrates,105,camarhynchus_parvulus,dir,0,1
vertebrates,105,camelus_dromedarius,dir,0,1
vertebrates,105,canis_lupus_dingo,dir,0,1
vertebrates,105,canis_lupus_familiaris,dir,0,1
vertebrates,105,canis_lupus_familiarisbasenji,dir,0,1
vertebrates,105,canis_lupus_familiarisboxer,dir,0,1
vertebrates,105,canis_lupus_familiarisgreatdane,dir,0,1
vertebrates,105,capra_hircus,dir,0,1
vertebrates,105,capra_hircus_blackbengal,dir,0,1
vertebrates,105,carassius_auratus,dir,0,1
vertebrates,105,carlito_syrichta,dir,0,1
vertebrates,105,castor_canadensis,dir,0,1
vertebrates,105,catagonus_wagneri,dir,0,1
vertebrates,105,catharus_ustulatus,dir,0,1
vertebrates,105,cavia_aperea,dir,0,1
vertebrates,105,cavia_porcellus,dir,0,1
vertebrates,105,cebus_capucinus,dir,0,1
vertebrates,105,cercocebus_atys,dir,0,1
vertebrates,105,cervus_hanglu_yarkandensis,dir,0,1
vertebrates,105,chelonoidis_abingdonii,dir,0,1
vertebrates,105,chelydra_serpentina,dir,0,1
vertebrates,105,chinchilla_lanigera,dir,0,1
vertebrates,105,chlorocebus_sabaeus,dir,0,1
vertebrates,105,choloepus_hoffmanni,dir,0,1
vertebrates,105,chrysemys_picta_bellii,dir,0,1
vertebrates,105,chrysolophus_pictus,dir,0,1
vertebrates,105,ciona_intestinalis,dir,0,1
vertebrates,105,ciona_savignyi,dir,0,1
vertebrates,105,clupea_harengus,dir,0,1
vertebrates,105,colobus_angolensis_palliatus,dir,0,1
vertebrates,105,corvus_moneduloides,dir,0,1
vertebrates,105,cottoperca_gobio,dir,0,1
vertebrates,105,coturnix_japonica,dir,0,1
vertebrates,105,cricetulus_griseus_chok1gshd,dir,0,1
vertebrates,105,cricetulus_griseus_crigri,dir,0,1
vertebrates,105,cricetulus_griseus_picr,dir,0,1
vertebrates,105,crocodylus_porosus,dir,0,1
vertebrates,105,cyanistes_caeruleus,dir,0,1
vertebrates,105,cyclopterus_lumpus,dir,0,1
vertebrates,105,cynoglossus_semilaevis,dir,0,1
vertebrates,105,cyprinodon_variegatus,dir,0,1
vertebrates,105,cyprinus_carpio,dir,0,1
vertebrates,105,cyprinus_carpio_germanmirror,dir,0,1
vertebrates,105,cyprinus_carpio_hebaored,dir,0,1
vertebrates,105,cyprinus_carpio_huanghe,dir,0,1
vertebrates,105,danio_rerio,dir,0,1
vertebrates,105,dasypus_novemcinctus,dir,0,1
