db_type,release,organism,source,missing_meta,missing_coord
metazoa,45,capitella_teleta,tgz-only,1,1
metazoa,45,crassostrea_gigas,tgz-only,1,1
metazoa,45,culex_quinquefasciatus,tgz-only,1,1
metazoa,45,culicoides_sonorensis,tgz-only,1,1
metazoa,45,danaus_plexippus,tgz-only,1,1
metazoa,45,daphnia_magna,tgz-only,1,1
metazoa,45,daphnia_pulex,tgz-only,1,1
metazoa,45,dendroctonus_ponderosae,tgz-only,1,1
metazoa,45,dinothrombium_tinctorium,tgz-only,1,1
metazoa,45,drosophila_ananassae,tgz-only,1,1
metazoa,45,drosophila_erecta,tgz-only,1,1
metazoa,45,drosophila_grimshawi,tgz-only,1,1
metazoa,45,drosophila_melanogaster,tgz-only,1,1
metazoa,45,drosophila_mojavensis,tgz-only,1,1
metazoa,45,drosophila_persimilis,tgz-only,1,1
metazoa,45,drosophila_pseudoobscura,tgz-only,1,1
metazoa,45,drosophila_sechellia,tgz-only,1,1
metazoa,45,drosophila_simulans,tgz-only,1,1
metazoa,45,drosophila_virilis,tgz-only,1,1
metazoa,45,drosophila_willistoni,tgz-only,1,1
metazoa,45,drosophila_yakuba,tgz-only,1,1
metazoa,45,folsomia_candida,tgz-only,1,1
metazoa,45,heliconius_melpomene,tgz-only,1,1
metazoa,45,helobdella_robusta,tgz-only,1,1
metazoa,45,hofstenia_miamia,tgz-only,1,1
metazoa,45,ixodes_scapularis,tgz-only,1,1
metazoa,45,lepeophtheirus_salmonis,tgz-only,1,1
metazoa,45,leptotrombidium_deliense,tgz-only,1,1
metazoa,45,lingula_anatina,tgz-only,1,1
metazoa,45,loa_loa,tgz-only,1,1
metazoa,45,lottia_gigantea,tgz-only,1,1
metazoa,45,lucilia_cuprina,tgz-only,1,1
metazoa,45,mayetiola_destructor,tgz-only,1,1
metazoa,45,megaselia_scalaris,tgz-only,1,1
metazoa,45,melitaea_cinxia,tgz-only,1,1
metazoa,45,mnemiopsis_leidyi,tgz-only,1,1
metazoa,45,nasonia_vitripennis,tgz-only,1,1
metazoa,45,nematostella_vectensis,tgz-only,1,1
metazoa,45,octopus_bimaculoides,tgz-only,1,1
metazoa,45,onchocerca_volvulus,tgz-only,1,1
metazoa,45,orchesella_cincta,tgz-only,1,1
metazoa,45,pediculus_humanus,tgz-only,1,1
metazoa,45,pristionchus_pacificus,tgz-only,1,1
metazoa,45,rhodnius_prolixus,tgz-only,1,1
metazoa,45,sarcoptes_scabiei,tgz-only,1,1
metazoa,45,schistosoma_mansoni,tgz-only,1,1
metazoa,45,solenopsis_invicta,tgz-only,1,1
metazoa,45,stegodyphus_mimosarum,tgz-only,1,1
metazoa,45,strigamia_maritima,tgz-only,1,1
metazoa,45,strongylocentrotus_purpuratus,tgz-only,1,1
metazoa,45,strongyloides_ratti,tgz-only,1,1
metazoa,45,teleopsis_dalmanni,tgz-only,1,1
metazoa,45,tetranychus_urticae,tgz-only,1,1
metazoa,45,thelohanellus_kitauei,tgz-only,1,1
metazoa,45,tribolium_castaneum,tgz-only,1,1
metazoa,45,trichinella_spiralis,tgz-only,1,1
metazoa,45,trichoplax_adhaerens,tgz-only,1,1
metazoa,45,zootermopsis_nevadensis,tgz-only,1,1
metazoa,49,acyrthosiphon_pisum,tgz-only,1,1
metazoa,49,adineta_vaga,tgz-only,1,1
metazoa,49,aedes_aegypti_lvpagwg,tgz-only,1,1
metazoa,49,aedes_albopictus,tgz-only,1,1
metazoa,49,amphimedon_queenslandica,tgz-only,1,1
metazoa,49,anopheles_albimanus,tgz-only,1,1
metazoa,49,anopheles_arabiensis,tgz-only,1,1
metazoa,49,anopheles_atroparvus,tgz-only,1,1
metazoa,49,anopheles_christyi,tgz-only,1,1
metazoa,49,anopheles_coluzzii,tgz-only,1,1
metazoa,49,anopheles_coluzzii_ngousso,tgz-only,1,1
metazoa,49,anopheles_culicifacies,tgz-only,1,1
metazoa,49,anopheles_darlingi,tgz-only,1,1
metazoa,49,anopheles_dirus,tgz-only,1,1
metazoa,49,anopheles_epiroticus,tgz-only,1,1
metazoa,49,anopheles_farauti,tgz-only,1,1
metazoa,49,anopheles_funestus,tgz-only,1,1
metazoa,49,anopheles_gambiae,tgz-only,1,1
metazoa,49,anopheles_maculatus,tgz-only,1,1
metazoa,49,anopheles_melas,tgz-only,1,1
metazoa,49,anopheles_merus,tgz-only,1,1
metazoa,49,anopheles_minimus,tgz-only,1,1
metazoa,49,anopheles_quadriannulatus,tgz-only,1,1
metazoa,49,anopheles_sinensis,tgz-only,1,1
metazoa,49,anopheles_sinensis_china,tgz-only,1,1
metazoa,49,anopheles_stephensi,tgz-only,1,1
metazoa,49,anopheles_stephensi_indian,tgz-only,1,1
metazoa,49,anoplophora_glabripennis,tgz-only,1,1
metazoa,49,apis_mellifera,tgz-only,1,1
metazoa,49,atta_cephalotes,tgz-only,1,1
metazoa,49,belgica_antarctica,tgz-only,1,1
metazoa,49,biomphalaria_glabrata,tgz-only,1,1
metazoa,49,bombus_impatiens,tgz-only,1,1
metazoa,49,bombus_terrestris,tgz-only,1,1
metazoa,49,bombyx_mori,tgz-only,1,1
metazoa,49,branchiostoma_lanceolatum,tgz-only,1,1
metazoa,49,brugia_malayi,tgz-only,1,1
metazoa,49,caenorhabditis_brenneri,tgz-only,1,1
metazoa,49,caenorhabditis_briggsae,tgz-only,1,1
metazoa,49,caenorhabditis_elegans,tgz-only,1,1
metazoa,49,caenorhabditis_japonica,tgz-only,1,1
metazoa,49,caenorhabditis_remanei,tgz-only,1,1
metazoa,49,capitella_teleta,tgz-only,1,1
metazoa,49,cimex_lectularius,tgz-only,1,1
metazoa,49,clytia_hemisphaerica_gca902728285,tgz-only,1,1
metazoa,49,crassostrea_gigas,tgz-only,1,1
metazoa,49,culex_quinquefasciatus,tgz-only,1,1
metazoa,49,culicoides_sonorensis,tgz-only,1,1
metazoa,49,danaus_plexippus,tgz-only,1,1
metazoa,49,daphnia_magna,tgz-only,1,1
metazoa,49,daphnia_pulex,tgz-only,1,1
metazoa,49,dendroctonus_ponderosae,tgz-only,1,1
metazoa,49,dinothrombium_tinctorium,tgz-only,1,1
metazoa,49,drosophila_ananassae,tgz-only,1,1
metazoa,49,drosophila_erecta,tgz-only,1,1
metazoa,49,drosophila_grimshawi,tgz-only,1,1
metazoa,49,drosophila_melanogaster,tgz-only,1,1
metazoa,49,drosophila_mojavensis,tgz-only,1,1
metazoa,49,drosophila_persimilis,tgz-only,1,1
metazoa,49,drosophila_pseudoobscura,tgz-only,1,1
metazoa,49,drosophila_sechellia,tgz-only,1,1
metazoa,49,drosophila_simulans,tgz-only,1,1
metazoa,49,drosophila_virilis,tgz-only,1,1
metazoa,49,drosophila_willistoni,tgz-only,1,1
metazoa,49,drosophila_yakuba,tgz-only,1,1
metazoa,49,folsomia_candida,tgz-only,1,1
metazoa,49,glossina_austeni,tgz-only,1,1
metazoa,49,glossina_brevipalpis,tgz-only,1,1
metazoa,49,glossina_fuscipes,tgz-only,1,1
metazoa,49,glossina_morsitans,tgz-only,1,1
metazoa,49,glossina_pallidipes,tgz-only,1,1
metazoa,49,glossina_palpalis,tgz-only,1,1
metazoa,49,heliconius_melpomene,tgz-only,1,1
metazoa,49,helobdella_robusta,tgz-only,1,1
metazoa,49,hofstenia_miamia,tgz-only,1,1
metazoa,49,ixodes_scapularis,tgz-only,1,1
metazoa,49,ixodes_scapularis_ise6,tgz-only,1,1
metazoa,49,lepeophtheirus_salmonis,tgz-only,1,1
metazoa,49,leptotrombidium_deliense,tgz-only,1,1
metazoa,49,lingula_anatina,tgz-only,1,1
metazoa,49,loa_loa,tgz-only,1,1
metazoa,49,lottia_gigantea,tgz-only,1,1
metazoa,49,lucilia_cuprina,tgz-only,1,1
metazoa,49,lutzomyia_longipalpis,tgz-only,1,1
metazoa,49,mayetiola_destructor,tgz-only,1,1
metazoa,49,megaselia_scalaris,tgz-only,1,1
metazoa,49,melitaea_cinxia,tgz-only,1,1
metazoa,49,mnemiopsis_leidyi,tgz-only,1,1
metazoa,49,musca_domestica,tgz-only,1,1
metazoa,49,nasonia_vitripennis,tgz-only,1,1
metazoa,49,nematostella_vectensis,tgz-only,1,1
metazoa,49,octopus_bimaculoides,tgz-only,1,1
metazoa,49,onchocerca_volvulus,tgz-only,1,1
metazoa,49,orchesella_cincta,tgz-only,1,1
metazoa,49,pediculus_humanus,tgz-only,1,1
metazoa,49,phlebotomus_papatasi,tgz-only,1,1
metazoa,49,pristionchus_pacificus,tgz-only,1,1
metazoa,49,rhodnius_prolixus,tgz-only,1,1
metazoa,49,sarcoptes_scabiei,tgz-only,1,1
metazoa,49,schistosoma_mansoni,tgz-only,1,1
metazoa,49,solenopsis_invicta,tgz-only,1,1
metazoa,49,stegodyphus_mimosarum,tgz-only,1,1
metazoa,49,stomoxys_calcitrans,tgz-only,1,1
metazoa,49,strigamia_maritima,tgz-only,1,1
metazoa,49,strongylocentrotus_purpuratus,tgz-only,1,1
metazoa,49,strongyloides_ratti,tgz-only,1,1
metazoa,49,teleopsis_dalmanni,tgz-only,1,1
metazoa,49,tetranychus_urticae,tgz-only,1,1
metazoa,49,thelohanellus_kitauei,tgz-only,1,1
metazoa,49,tigriopus_californicus_gca007210705,tgz-only,1,1
metazoa,49,tribolium_castaneum,tgz-only,1,1
metazoa,49,trichinella_spiralis,tgz-only,1,1
metazoa,49,trichoplax_adhaerens,tgz-only,1,1
metazoa,49,varroa_destructor_gca002443255,tgz-only,1,1
metazoa,49,zootermopsis_nevadensis,tgz-only,1,1
metazoa,50,actinia_equina_gca011057435,tgz-only,1,1
metazoa,50,acyrthosiphon_pisum,tgz-only,1,1
metazoa,50,adineta_vaga,tgz-only,1,1
metazoa,50,aedes_aegypti_lvpagwg,tgz-only,1,1
metazoa,50,aedes_albopictus,tgz-only,1,1
metazoa,50,amphimedon_queenslandica,tgz-only,1,1
metazoa,50,anopheles_albimanus,tgz-only,1,1
metazoa,50,anopheles_arabiensis,tgz-only,1,1
metazoa,50,anopheles_atroparvus,tgz-only,1,1
metazoa,50,anopheles_christyi,tgz-only,1,1
metazoa,50,anopheles_coluzzii,tgz-only,1,1
metazoa,50,anopheles_coluzzii_ngousso,tgz-only,1,1
metazoa,50,anopheles_culicifacies,tgz-only,1,1
metazoa,50,anopheles_darlingi,tgz-only,1,1
metazoa,50,anopheles_dirus,tgz-only,1,1
metazoa,50,anopheles_epiroticus,tgz-only,1,1
metazoa,50,anopheles_farauti,tgz-only,1,1
metazoa,50,anopheles_funestus,tgz-only,1,1
metazoa,50,anopheles_gambiae,tgz-only,1,1
metazoa,50,anopheles_maculatus,tgz-only,1,1
metazoa,50,anopheles_melas,tgz-only,1,1
metazoa,50,anopheles_merus,tgz-only,1,1
metazoa,50,anopheles_minimus,tgz-only,1,1
metazoa,50,anopheles_quadriannulatus,tgz-only,1,1
metazoa,50,anopheles_sinensis,tgz-only,1,1
metazoa,50,anopheles_sinensis_china,tgz-only,1,1
metazoa,50,anopheles_stephensi,tgz-only,1,1
metazoa,50,anopheles_stephensi_indian,tgz-only,1,1
metazoa,50,anoplophora_glabripennis,tgz-only,1,1
metazoa,50,apis_mellifera,tgz-only,1,1
metazoa,50,atta_cephalotes,tgz-only,1,1
metazoa,50,belgica_antarctica,tgz-only,1,1
metazoa,50,bemisia_tabaci_asiaii5,tgz-only,1,1
metazoa,50,bemisia_tabaci_ssa1nig,tgz-only,1,1
metazoa,50,bemisia_tabaci_ssa1ug,tgz-only,1,1
metazoa,50,bemisia_tabaci_ssa2nig,tgz-only,1,1
metazoa,50,bemisia_tabaci_ssa3nig,tgz-only,1,1
metazoa,50,bemisia_tabaci_sweetpotug,tgz-only,1,1
metazoa,50,biomphalaria_glabrata,tgz-only,1,1
metazoa,50,bombus_impatiens,tgz-only,1,1
metazoa,50,bombus_terrestris,tgz-only,1,1
metazoa,50,bombyx_mori,tgz-only,1,1
metazoa,50,branchiostoma_lanceolatum,tgz-only,1,1
metazoa,50,brugia_malayi,tgz-only,1,1
metazoa,50,caenorhabditis_brenneri,tgz-only,1,1
metazoa,50,caenorhabditis_briggsae,tgz-only,1,1
metazoa,50,caenorhabditis_elegans,tgz-only,1,1
metazoa,50,caenorhabditis_japonica,tgz-only,1,1
metazoa,50,caenorhabditis_remanei,tgz-only,1,1
metazoa,50,capitella_teleta,tgz-only,1,1
metazoa,50,cimex_lectularius,tgz-only,1,1
metazoa,50,clytia_hemisphaerica_gca902728285,tgz-only,1,1
metazoa,50,crassostrea_gigas,tgz-only,1,1
metazoa,50,culex_quinquefasciatus,tgz-only,1,1
metazoa,50,culicoides_sonorensis,tgz-only,1,1
metazoa,50,danaus_plexippus,tgz-only,1,1
metazoa,50,daphnia_magna,tgz-only,1,1
metazoa,50,daphnia_pulex,tgz-only,1,1
metazoa,50,dendroctonus_ponderosae,tgz-only,1,1
metazoa,50,dinothrombium_tinctorium,tgz-only,1,1
metazoa,50,drosophila_ananassae,tgz-only,1,1
metazoa,50,drosophila_erecta,tgz-only,1,1
metazoa,50,drosophila_grimshawi,tgz-only,1,1
metazoa,50,drosophila_melanogaster,tgz-only,1,1
metazoa,50,drosophila_mojavensis,tgz-only,1,1
metazoa,50,drosophila_persimilis,tgz-only,1,1
metazoa,50,drosophila_pseudoobscura,tgz-only,1,1
metazoa,50,drosophila_sechellia,tgz-only,1,1
metazoa,50,drosophila_simulans,tgz-only,1,1
metazoa,50,drosophila_virilis,tgz-only,1,1
metazoa,50,drosophila_willistoni,tgz-only,1,1
metazoa,50,drosophila_yakuba,tgz-only,1,1
metazoa,50,folsomia_candida,tgz-only,1,1
metazoa,50,glossina_austeni,tgz-only,1,1
metazoa,50,glossina_brevipalpis,tgz-only,1,1
metazoa,50,glossina_fuscipes,tgz-only,1,1
metazoa,50,glossina_morsitans,tgz-only,1,1
metazoa,50,glossina_pallidipes,tgz-only,1,1
metazoa,50,glossina_palpalis,tgz-only,1,1
metazoa,50,heliconius_melpomene,tgz-only,1,1
metazoa,50,helobdella_robusta,tgz-only,1,1
metazoa,50,hofstenia_miamia,tgz-only,1,1
metazoa,50,ixodes_scapularis,tgz-only,1,1
metazoa,50,ixodes_scapularis_ise6,tgz-only,1,1
metazoa,50,lepeophtheirus_salmonis,tgz-only,1,1
metazoa,50,leptotrombidium_deliense,tgz-only,1,1
metazoa,50,lingula_anatina,tgz-only,1,1
metazoa,50,loa_loa,tgz-only,1,1
metazoa,50,lottia_gigantea,tgz-only,1,1
metazoa,50,lucilia_cuprina,tgz-only,1,1
metazoa,50,lutzomyia_longipalpis,tgz-only,1,1
metazoa,50,mayetiola_destructor,tgz-only,1,1
metazoa,50,megaselia_scalaris,tgz-only,1,1
metazoa,50,melitaea_cinxia,tgz-only,1,1
metazoa,50,mnemiopsis_leidyi,tgz-only,1,1
metazoa,50,musca_domestica,tgz-only,1,1
metazoa,50,nasonia_vitripennis,tgz-only,1,1
metazoa,50,nematostella_vectensis,tgz-only,1,1
metazoa,50,octopus_bimaculoides,tgz-only,1,1
metazoa,50,onchocerca_volvulus,tgz-only,1,1
metazoa,50,orchesella_cincta,tgz-only,1,1
metazoa,50,pediculus_humanus,tgz-only,1,1
metazoa,50,phlebotomus_papatasi,tgz-only,1,1
metazoa,50,pristionchus_pacificus,tgz-only,1,1
metazoa,50,rhodnius_prolixus,tgz-only,1,1
metazoa,50,sarcoptes_scabiei,tgz-only,1,1
metazoa,50,schistosoma_mansoni,tgz-only,1,1
metazoa,50,solenopsis_invicta,tgz-only,1,1
metazoa,50,stegodyphus_mimosarum,tgz-only,1,1
metazoa,50,stomoxys_calcitrans,tgz-only,1,1
metazoa,50,strigamia_maritima,tgz-only,1,1
metazoa,50,strongylocentrotus_purpuratus,tgz-only,1,1
metazoa,50,strongyloides_ratti,tgz-only,1,1
metazoa,50,teleopsis_dalmanni,tgz-only,1,1
metazoa,50,tetranychus_urticae,tgz-only,1,1
metazoa,50,thelohanellus_kitauei,tgz-only,1,1
metazoa,50,tigriopus_californicus_gca007210705,tgz-only,1,1
metazoa,50,trialeurodes_vaporariorum_gca011764245,tgz-only,1,1
metazoa,50,tribolium_castaneum,tgz-only,1,1
metazoa,50,trichinella_spiralis,tgz-only,1,1
metazoa,50,trichoplax_adhaerens,tgz-only,1,1
metazoa,50,varroa_destructor_gca002443255,tgz-only,1,1
metazoa,50,zootermopsis_nevadensis,tgz-only,1,1
metazoa,51,actinia_equina_gca011057435,tgz-only,1,1
metazoa,51,acyrthosiphon_pisum,tgz-only,1,1
metazoa,51,adineta_vaga,tgz-only,1,1
metazoa,51,aedes_aegypti_lvpagwg,tgz-only,1,1
metazoa,51,aedes_albopictus,tgz-only,1,1
metazoa,51,amphimedon_queenslandica,tgz-only,1,1
metazoa,51,anopheles_albimanus,tgz-only,1,1
metazoa,51,anopheles_arabiensis,tgz-only,1,1
metazoa,51,anopheles_atroparvus,tgz-only,1,1
metazoa,51,anopheles_christyi,tgz-only,1,1
metazoa,51,anopheles_coluzzii,tgz-only,1,1
metazoa,51,anopheles_coluzzii_ngousso,tgz-only,1,1
metazoa,51,anopheles_culicifacies,tgz-only,1,1
metazoa,51,anopheles_darlingi,tgz-only,1,1
metazoa,51,anopheles_dirus,tgz-only,1,1
metazoa,51,anopheles_epiroticus,tgz-only,1,1
metazoa,51,anopheles_farauti,tgz-only,1,1
metazoa,51,anopheles_funestus,tgz-only,1,1
metazoa,51,anopheles_gambiae,tgz-only,1,1
metazoa,51,anopheles_maculatus,tgz-only,1,1
metazoa,51,anopheles_melas,tgz-only,1,1
metazoa,51,anopheles_merus,tgz-only,1,1
metazoa,51,anopheles_minimus,tgz-only,1,1
metazoa,51,anopheles_quadriannulatus,tgz-only,1,1
metazoa,51,anopheles_sinensis,tgz-only,1,1
metazoa,51,anopheles_sinensis_china,tgz-only,1,1
metazoa,51,anopheles_stephensi,tgz-only,1,1
metazoa,51,anopheles_stephensi_indian,tgz-only,1,1
metazoa,51,anoplophora_glabripennis,tgz-only,1,1
metazoa,51,apis_mellifera,tgz-only,1,1
metazoa,51,atta_cephalotes,tgz-only,1,1
metazoa,51,belgica_antarctica,tgz-only,1,1
metazoa,51,bemisia_tabaci_asiaii5,tgz-only,1,1
metazoa,51,bemisia_tabaci_ssa1nig,tgz-only,1,1
metazoa,51,bemisia_tabaci_ssa1ug,tgz-only,1,1
metazoa,51,bemisia_tabaci_ssa2nig,tgz-only,1,1
metazoa,51,bemisia_tabaci_ssa3nig,tgz-only,1,1
metazoa,51,bemisia_tabaci_sweetpotug,tgz-only,1,1
metazoa,51,biomphalaria_glabrata,tgz-only,1,1
metazoa,51,bombus_impatiens,tgz-only,1,1
metazoa,51,bombus_terrestris,tgz-only,1,1
metazoa,51,bombyx_mori,tgz-only,1,1
metazoa,51,branchiostoma_lanceolatum,tgz-only,1,1
metazoa,51,brugia_malayi,tgz-only,1,1
metazoa,51,caenorhabditis_brenneri,tgz-only,1,1
metazoa,51,caenorhabditis_briggsae,tgz-only,1,1
metazoa,51,caenorhabditis_elegans,tgz-only,1,1
metazoa,51,caenorhabditis_japonica,tgz-only,1,1
metazoa,51,caenorhabditis_remanei,tgz-only,1,1
metazoa,51,capitella_teleta,tgz-only,1,1
metazoa,51,cimex_lectularius,tgz-only,1,1
metazoa,51,clytia_hemisphaerica_gca902728285,tgz-only,1,1
metazoa,51,crassostrea_gigas,tgz-only,1,1
metazoa,51,culex_quinquefasciatus,tgz-only,1,1
metazoa,51,culicoides_sonorensis,tgz-only,1,1
metazoa,51,danaus_plexippus,tgz-only,1,1
metazoa,51,daphnia_magna,tgz-only,1,1
metazoa,51,daphnia_pulex,tgz-only,1,1
metazoa,51,dendroctonus_ponderosae,tgz-only,1,1
metazoa,51,dinothrombium_tinctorium,tgz-only,1,1
metazoa,51,drosophila_ananassae,tgz-only,1,1
metazoa,51,drosophila_erecta,tgz-only,1,1
metazoa,51,drosophila_grimshawi,tgz-only,1,1
metazoa,51,drosophila_melanogaster,tgz-only,1,1
metazoa,51,drosophila_mojavensis,tgz-only,1,1
metazoa,51,drosophila_persimilis,tgz-only,1,1
metazoa,51,drosophila_pseudoobscura,tgz-only,1,1
metazoa,51,drosophila_sechellia,tgz-only,1,1
metazoa,51,drosophila_simulans,tgz-only,1,1
metazoa,51,drosophila_virilis,tgz-only,1,1
metazoa,51,drosophila_willistoni,tgz-only,1,1
metazoa,51,drosophila_yakuba,tgz-only,1,1
metazoa,51,folsomia_candida,tgz-only,1,1
metazoa,51,glossina_austeni,tgz-only,1,1
metazoa,51,glossina_brevipalpis,tgz-only,1,1
metazoa,51,glossina_fuscipes,tgz-only,1,1
metazoa,51,glossina_morsitans,tgz-only,1,1
metazoa,51,glossina_pallidipes,tgz-only,1,1
metazoa,51,glossina_palpalis,tgz-only,1,1
metazoa,51,heliconius_melpomene,tgz-only,1,1
metazoa,51,helobdella_robusta,tgz-only,1,1
metazoa,51,hofstenia_miamia,tgz-only,1,1
metazoa,51,ixodes_scapularis,tgz-only,1,1
metazoa,51,ixodes_scapularis_ise6,tgz-only,1,1
metazoa,51,lepeophtheirus_salmonis,tgz-only,1,1
metazoa,51,leptotrombidium_deliense,tgz-only,1,1
metazoa,51,lingula_anatina,tgz-only,1,1
metazoa,51,loa_loa,tgz-only,1,1
metazoa,51,lottia_gigantea,tgz-only,1,1
metazoa,51,lucilia_cuprina,tgz-only,1,1
metazoa,51,lutzomyia_longipalpis,tgz-only,1,1
metazoa,51,mayetiola_destructor,tgz-only,1,1
metazoa,51,megaselia_scalaris,tgz-only,1,1
metazoa,51,melitaea_cinxia,tgz-only,1,1
metazoa,51,mnemiopsis_leidyi,tgz-only,1,1
metazoa,51,musca_domestica,tgz-only,1,1
metazoa,51,nasonia_vitripennis,tgz-only,1,1
metazoa,51,nematostella_vectensis,tgz-only,1,1
metazoa,51,octopus_bimaculoides,tgz-only,1,1
metazoa,51,onchocerca_volvulus,tgz-only,1,1
metazoa,51,orchesella_cincta,tgz-only,1,1
metazoa,51,pediculus_humanus,tgz-only,1,1
metazoa,51,phlebotomus_papatasi,tgz-only,1,1
metazoa,51,pristionchus_pacificus,tgz-only,1,1
metazoa,51,rhodnius_prolixus,tgz-only,1,1
metazoa,51,sarcoptes_scabiei,tgz-only,1,1
metazoa,51,schistosoma_mansoni,tgz-only,1,1
metazoa,51,solenopsis_invicta,tgz-only,1,1
metazoa,51,stegodyphus_mimosarum,tgz-only,1,1
metazoa,51,stomoxys_calcitrans,tgz-only,1,1
metazoa,51,strigamia_maritima,tgz-only,1,1
metazoa,51,strongylocentrotus_purpuratus,tgz-only,1,1
metazoa,51,strongyloides_ratti,tgz-only,1,1
metazoa,51,teleopsis_dalmanni,tgz-only,1,1
metazoa,51,tetranychus_urticae,tgz-only,1,1
metazoa,51,thelohanellus_kitauei,tgz-only,1,1
metazoa,51,tigriopus_californicus_gca007210705,tgz-only,1,1
metazoa,51,trialeurodes_vaporariorum_gca011764245,tgz-only,1,1
metazoa,51,tribolium_castaneum,tgz-only,1,1
metazoa,51,trichinella_spiralis,tgz-only,1,1
metazoa,51,trichoplax_adhaerens,tgz-only,1,1
metazoa,51,varroa_destructor_gca002443255,tgz-only,1,1
metazoa,51,zootermopsis_nevadensis,tgz-only,1,1
metazoa,52,actinia_equina_gca011057435,dir,0,1
metazoa,52,acyrthosiphon_pisum,dir,0,1
metazoa,52,adineta_vaga,dir,0,1
metazoa,52,aedes_aegypti_lvpagwg,dir,0,1
metazoa,52,aedes_albopictus,dir,0,1
metazoa,52,amphimedon_queenslandica,dir,0,1
metazoa,52,anopheles_albimanus,dir,0,1
metazoa,52,anopheles_arabiensis,dir,0,1
metazoa,52,anopheles_atroparvus,dir,0,1
metazoa,52,anopheles_christyi,dir,0,1
metazoa,52,anopheles_coluzzii,dir,0,1
metazoa,52,anopheles_coluzzii_ngousso,dir,0,1
metazoa,52,anopheles_culicifacies,dir,0,1
metazoa,52,anopheles_darlingi,dir,0,1
metazoa,52,anopheles_dirus,dir,0,1
metazoa,52,anopheles_epiroticus,dir,0,1
metazoa,52,anopheles_farauti,dir,0,1
metazoa,52,anopheles_funestus,dir,0,1
metazoa,52,anopheles_gambiae,dir,0,1
metazoa,52,anopheles_maculatus,dir,0,1
metazoa,52,anopheles_melas,dir,0,1
metazoa,52,anopheles_merus,dir,0,1
metazoa,52,anopheles_minimus,dir,0,1
metazoa,52,anopheles_quadriannulatus,dir,0,1
metazoa,52,anopheles_sinensis,dir,0,1
metazoa,52,anopheles_sinensis_china,dir,0,1
metazoa,52,anopheles_stephensi,dir,0,1
metazoa,52,anopheles_stephensi_indian,dir,0,1
metazoa,52,anoplophora_glabripennis,dir,0,1
metazoa,52,apis_mellifera,dir,0,1
metazoa,52,atta_cephalotes,dir,0,1
metazoa,52,belgica_antarctica,dir,0,1
metazoa,52,bemisia_tabaci_asiaii5,dir,0,1
metazoa,52,bemisia_tabaci_ssa1nig,dir,0,1
metazoa,52,bemisia_tabaci_ssa1ug,dir,0,1
metazoa,52,bemisia_tabaci_ssa2nig,dir,0,1
metazoa,52,bemisia_tabaci_ssa3nig,dir,0,1
metazoa,52,bemisia_tabaci_sweetpotug,dir,0,1
metazoa,52,biomphalaria_glabrata,dir,0,1
metazoa,52,bombus_impatiens,dir,0,1
metazoa,52,bombus_terrestris,dir,0,1
metazoa,52,bombyx_mori,dir,0,1
metazoa,52,branchiostoma_lanceolatum,dir,0,1
metazoa,52,brugia_malayi,dir,0,1
metazoa,52,caenorhabditis_brenneri,dir,0,1
metazoa,52,caenorhabditis_briggsae,dir,0,1
metazoa,52,caenorhabditis_elegans,tgz-only,1,1
metazoa,52,caenorhabditis_japonica,dir,0,1
metazoa,52,caenorhabditis_remanei,dir,0,1
metazoa,52,capitella_teleta,dir,0,1
metazoa,52,cimex_lectularius,dir,0,1
metazoa,52,clytia_hemisphaerica_gca902728285,dir,0,1
metazoa,52,crassostrea_gigas,dir,0,1
metazoa,52,culex_quinquefasciatus,dir,0,1
metazoa,52,culicoides_sonorensis,dir,0,1
metazoa,52,danaus_plexippus,dir,0,1
metazoa,52,daphnia_magna,dir,0,1
metazoa,52,daphnia_pulex,dir,0,1
metazoa,52,dendroctonus_ponderosae,dir,0,1
metazoa,52,dinothrombium_tinctorium,dir,0,1
metazoa,52,drosophila_ananassae,dir,0,1
metazoa,52,drosophila_erecta,dir,0,1
metazoa,52,drosophila_grimshawi,dir,0,1
metazoa,52,drosophila_melanogaster,tgz-only,1,1
metazoa,52,drosophila_mojavensis,dir,0,1
metazoa,52,drosophila_persimilis,dir,0,1
metazoa,52,drosophila_pseudoobscura,dir,0,1
metazoa,52,drosophila_sechellia,dir,0,1
metazoa,52,drosophila_simulans,dir,0,1
metazoa,52,drosophila_virilis,dir,0,1
metazoa,52,drosophila_willistoni,dir,0,1
metazoa,52,drosophila_yakuba,dir,0,1
metazoa,52,folsomia_candida,dir,0,1
metazoa,52,glossina_austeni,dir,0,1
metazoa,52,glossina_brevipalpis,dir,0,1
metazoa,52,glossina_fuscipes,dir,0,1
metazoa,52,glossina_morsitans,dir,0,1
metazoa,52,glossina_pallidipes,dir,0,1
metazoa,52,glossina_palpalis,dir,0,1
metazoa,52,heliconius_melpomene,dir,0,1
metazoa,52,helobdella_robusta,dir,0,1
metazoa,52,hofstenia_miamia,dir,0,1
metazoa,52,ixodes_scapularis,dir,0,1
metazoa,52,ixodes_scapularis_ise6,dir,0,1
metazoa,52,lepeophtheirus_salmonis,dir,0,1
metazoa,52,leptotrombidium_deliense,dir,0,1
metazoa,52,lingula_anatina,dir,0,1
metazoa,52,loa_loa,dir,0,1
metazoa,52,lottia_gigantea,dir,0,1
metazoa,52,lucilia_cuprina,dir,0,1
metazoa,52,lutzomyia_longipalpis,dir,0,1
